arm,rho,delta,seed,n,learned_mcc,learned_mcc_spearman,learned_cca,learned_mcc_band,n_band,oracle_sigma,oracle_mcc,oracle_mcc_spearman,oracle_cca,gap_mcc,gap_mcc_spearman,kl_total,kl_min,active_units,recon_nats,posterior_collapse,deterministic_ae
conditional,0.4,0.0,23,2000,0.855065218609161,0.8554881166220258,0.992743653038723,0.7453941454874177,1595,0.120361328125,0.9927502986415752,0.9924510328627544,0.9927531272886428,0.1376850800324143,0.1369629162407285,6.3763532638549805,3.17226505279541,2,1365.3885498046875,False,False
conditional,0.4,0.0,24,2000,0.8987553923999569,0.902092909273224,0.992343907797172,0.784584576333404,1652,0.120849609375,0.9923636502171076,0.9921360410340064,0.9923613844725768,0.0936082578171507,0.0900431317607824,6.33111572265625,3.160063505172729,2,1366.4525146484375,False,False
conditional,0.6,0.0,0,2000,0.7135414539156006,0.7042394578098619,0.9941156668200376,0.7077047577666917,2400,0.109619140625,0.9940932081459202,0.9939007839751924,0.9940921989147432,0.2805517542303195,0.2896613261653307,6.263304710388184,3.097773551940918,2,1365.90771484375,False,False
conditional,0.6,0.0,1,2000,0.937284296336239,0.941998622249652,0.9918159616121648,0.9213085118734224,2427,0.129638671875,0.991834189386677,0.991639997659996,0.991809476325161,0.054549893050438,0.0496413754103437,6.3363237380981445,3.1642777919769287,2,1367.1671142578125,False,False
conditional,0.6,0.0,2,2000,0.7832950839040809,0.7800373777593417,0.9941671547190556,0.7458928281781545,2401,0.108154296875,0.994144017219778,0.994127326781828,0.9941527384593984,0.2108489333156971,0.2140899490224863,6.281833648681641,3.1269071102142334,2,1365.0325927734375,False,False
conditional,0.6,0.0,3,2000,0.8922668988472425,0.8958821172205261,0.9927967200862178,0.8626629577133509,2385,0.123291015625,0.9928209079957018,0.9926673539168348,0.9928091330739444,0.1005540091484592,0.0967852366963087,6.345701217651367,3.163928270339966,2,1367.62939453125,False,False
conditional,0.6,0.0,4,2000,0.7006092025913624,0.6950656992664224,0.9940988141082056,0.6906414032751117,2387,0.108154296875,0.9941354131362664,0.9939425499856338,0.9941240452999952,0.293526210544904,0.2988768507192114,6.305336952209473,3.142685413360596,2,1364.6766357421875,False,False
conditional,0.6,0.0,5,2000,0.7148823490063552,0.69983141045785,0.9944162213208289,0.7040279006121104,2373,0.107666015625,0.9944228510042646,0.9942597865649432,0.99442319681978,0.2795405019979095,0.294428376107093,6.34226131439209,3.1627559661865234,2,1367.0269775390625,False,False
conditional,0.6,0.0,6,2000,0.978460017517554,0.9806522489130588,0.9914078464755788,0.9688928591193944,2449,0.134033203125,0.991437141102388,0.9909141932285443,0.9914361147697772,0.012977123584834,0.0102619443154857,6.162388801574707,3.032079696655273,2,1363.666259765625,False,False
conditional,0.6,0.0,7,2000,0.8213394635025529,0.821222311305575,0.9916622751872932,0.791230415464338,2338,0.128662109375,0.9916840034536348,0.99117873479468,0.9916818951796046,0.170344539951082,0.1699564234891051,6.275425910949707,3.11679482460022,2,1364.6612548828125,False,False
conditional,0.6,0.0,8,2000,0.962846490806632,0.966662583165642,0.992421526283518,0.9371380282181953,2470,0.125244140625,0.992418310275998,0.9920845325211296,0.9924194324932886,0.0295718194693661,0.0254219493554874,6.307719230651856,3.1212704181671143,2,1369.0906982421875,False,False
conditional,0.6,0.0,9,2000,0.917575411136191,0.9213879038469726,0.9925014796661328,0.8773374145653476,2394,0.124267578125,0.9925005918740984,0.9922237400559312,0.9924977604648402,0.0749251807379073,0.0708358362089587,6.320521831512451,3.1360056400299072,2,1364.976806640625,False,False
conditional,0.6,0.0,10,2000,0.9791624866394176,0.983502526375628,0.9919997544287784,0.973624582636087,2415,0.125732421875,0.9920036515735452,0.991862110215524,0.9919923947136368,0.0128411649341275,0.0083595838398958,6.265973091125488,3.0945112705230717,2,1365.4033203125,False,False
conditional,0.6,0.0,11,2000,0.96981922557169,0.9725874571468608,0.9909495021331594,0.9507702933566824,2365,0.139892578125,0.990970046980454,0.990838458959611,0.9909694056362416,0.021150821408764,0.01825100181275,6.252056121826172,3.0993690490722656,2,1362.6109619140625,False,False
conditional,0.6,0.0,12,2000,0.7505941712988691,0.7383858405964574,0.9931884017706788,0.7200064289395136,2432,0.116455078125,0.993186660297252,0.9930917820229418,0.993186467766664,0.2425924889983828,0.2547059414264844,6.324180603027344,3.133731842041016,2,1368.4808349609375,False,False
