arm,rho,seed,cca,mcc,gap,batch_removed
faithful,0.4,14,0.992209400024714,0.966954898071858,0.0252708136847463,0.4253333333333333
faithful,0.4,15,0.9932975391303068,0.9115946604315472,0.0817620837448698,0.4226666666666667
faithful,0.4,16,0.993324752527584,0.9617378092361658,0.0315149532834246,0.4326666666666665
faithful,0.4,17,0.9940889989950232,0.9920278822388832,0.0020350899339645,0.3946666666666667
faithful,0.4,18,0.9921649913104964,0.9891964536748006,0.0030984782570542,0.4286666666666665
faithful,0.4,19,0.9925677273083902,0.9885359039653734,0.0040684969760895,0.4086666666666665
faithful,0.4,20,0.992337373234384,0.9077940360645468,0.0846182276212932,0.3566666666666667
faithful,0.4,21,0.9924831669505688,0.9724249516357216,0.020107280162953,0.4340000000000001
faithful,0.4,22,0.978876041334215,0.89778030478414,0.0809322458117565,0.4193333333333333
faithful,0.4,23,0.9919567001090256,0.9776974335426148,0.0141542382489079,0.3926666666666667
faithful,0.4,24,0.9943001388086876,0.7589465934176239,0.2353010628164656,0.4186666666666667
faithful,0.6,0,0.9942756094422602,0.8346396316914497,0.1596858762548283,0.6200000000000001
faithful,0.6,1,0.993987164227346,0.9651907283288406,0.0287723823634457,0.6299999999999999
faithful,0.6,2,0.9940090548919646,0.9243345784991844,0.0696120092194547,0.6066666666666667
faithful,0.6,3,0.9930466625167867,0.9030757640023526,0.0899168679095582,0.6146666666666667
faithful,0.6,4,0.9951943758687772,0.7612500367260859,0.2339586800101136,0.5893333333333333
faithful,0.6,5,0.9937598430086394,0.8292017096513218,0.1646230347733323,0.5753333333333335
faithful,0.6,6,0.9923904138163864,0.9631981628229463,0.0291623939467365,0.6379999999999999
faithful,0.6,7,0.9936552332862176,0.8528059666774184,0.1409020043389811,0.6086666666666667
faithful,0.6,8,0.992977509978786,0.9900268176174316,0.0028553112623687,0.6466666666666667
faithful,0.6,9,0.9922746252902014,0.9682306600173106,0.0240747248856644,0.5979999999999999
faithful,0.6,10,0.9939588637840108,0.9091029534622874,0.0849203274822384,0.6253333333333333
faithful,0.6,11,0.992398550301042,0.9753983214462636,0.017074537175268,0.5939999999999999
faithful,0.6,12,0.9938774475567558,0.8559702831115381,0.1378498958512138,0.6373333333333333
faithful,0.6,13,0.9943408339284546,0.7973821784240813,0.1970169769568671,0.6166666666666667
faithful,0.6,14,0.9928718808693684,0.9496324957411,0.0433536074784126,0.6493333333333333
faithful,0.6,15,0.9913787426628984,0.9179878496563496,0.0734758498239414,0.6306666666666665
faithful,0.6,16,0.9933121058313568,0.9816137663619626,0.011607231944079,0.6453333333333333
faithful,0.6,17,0.9930847392375426,0.9659809789711198,0.0271467187519631,0.6120000000000001
faithful,0.6,18,0.99332297422743,0.9453562154296864,0.0478916379511761,0.6219999999999999
faithful,0.6,19,0.9923269367098532,0.9684132880319424,0.023878803188722,0.6426666666666665
faithful,0.6,20,0.992151019910914,0.8865008108005277,0.1057007138881548,0.5653333333333332
faithful,0.6,21,0.9942223740859312,0.833979428842095,0.1602525716925062,0.6353333333333335
faithful,0.6,22,0.993034095966468,0.7760610221962243,0.2169257374544737,0.6273333333333333
faithful,0.6,23,0.9950587340605006,0.7607157027483391,0.2343669352486903,0.6033333333333335
faithful,0.6,24,0.9938228885909663,0.7590349048078984,0.2347492848215904,0.5853333333333333
faithful,0.8,0,0.9943933039964804,0.7301862079832672,0.2641303991075475,0.8140000000000001
faithful,0.8,1,0.9940745669291412,0.8893658204795852,0.10481549677752,0.8093333333333332
faithful,0.8,2,0.9943687229845244,0.8185068438114753,0.1759448603039828,0.8213333333333332
faithful,0.8,3,0.9913512055371564,0.9326229156573288,0.0586792423132392,0.7913333333333332
faithful,0.8,4,0.9943539620456884,0.7569574518458584,0.2373979874784113,0.8153333333333332
faithful,0.8,5,0.9935772549320812,0.9160655363494626,0.0775434374251945,0.7966666666666666
faithful,0.8,6,0.9926863090770104,0.9410607633233816,0.0516472258655328,0.8206666666666667
faithful,0.8,7,0.9927956171062632,0.9089292410115016,0.0838514316055051,0.8186666666666667
faithful,0.8,8,0.99371346862147,0.993110742678144,0.0005988867173201,0.8380000000000001
faithful,0.8,9,0.9923465283712652,0.9402097943433524,0.0521824190743672,0.7713333333333332
faithful,0.8,10,0.9953115405921236,0.7185602337752439,0.2766627963969414,0.8420000000000001
faithful,0.8,11,0.9927220317775696,0.9564823320546,0.0362594516286478,0.8266666666666667
faithful,0.8,12,0.993870622522318,0.8851089873288105,0.108734605610974,0.8639999999999999
faithful,0.8,13,0.987935784371825,0.9861240708388248,0.0019268810145687,0.8286666666666667
faithful,0.8,14,0.9922965426298276,0.9640972197927788,0.0281962899274299,0.8719999999999999
faithful,0.8,15,0.9921264276061216,0.7882202630487365,0.2039625581860147,0.794
faithful,0.8,16,0.9929461558724122,0.9881159768964816,0.0049236057689682,0.8386666666666667
faithful,0.8,17,0.9938718405646644,0.9847649881106092,0.0090438060003161,0.8253333333333335
faithful,0.8,18,0.9914958987691908,0.9892530554241472,0.0023354300097147,0.8380000000000001
faithful,0.8,19,0.9922114242564224,0.9673967587008931,0.0247549694714818,0.8326666666666667
faithful,0.8,20,0.9914490335322176,0.92957528062316,0.061834793967409,0.8073333333333332
faithful,0.8,21,0.9926805168115068,0.8830844134618197,0.1096047450901122,0.8380000000000001
faithful,0.8,22,0.9909540924794148,0.708685275619144,0.2824013367153559,0.7953333333333332
faithful,0.8,23,0.9933714675518494,0.9527733718763176,0.0407174694948837,0.7833333333333332
faithful,0.8,24,0.9926635007294156,0.9870451873487056,0.0056500933915057,0.7999999999999998
faithful,1.0,0,0.9931042958957136,0.7724181221862235,0.2206370506786448,0.9873333333333334
faithful,1.0,1,0.9930038426016844,0.9592648205216068,0.0336706624244083,0.9766666666666666
faithful,1.0,2,0.99552528216224,0.7018087414617782,0.2936402934667088,1.0
faithful,1.0,3,0.9919662068444428,0.9300962826759588,0.0619073775502128,1.0
faithful,1.0,4,0.9953374165305258,0.7564586221255598,0.2388735746306979,1.0
faithful,1.0,5,0.9940889456393156,0.8065523015625142,0.1874605404314648,1.0
faithful,1.0,6,0.992557431370944,0.93982923363898,0.0526353854858377,1.0
faithful,1.0,7,0.9921910901267816,0.9344446909377132,0.0577556597812789,1.0
faithful,1.0,8,0.9936914155099864,0.9836292066805208,0.0101025957486712,1.0
faithful,1.0,9,0.9933814992723492,0.8680575793764236,0.1253187093193264,0.9913333333333334
faithful,1.0,10,0.9947097505314774,0.7218218644112173,0.2728241886606561,1.0
faithful,1.0,11,0.9927318915123432,0.9469571837920888,0.0458311348653721,1.0
faithful,1.0,12,0.9934210065363092,0.9180057358868584,0.0753117250747461,1.0
faithful,1.0,13,0.9919784408868196,0.987858214539974,0.0040356692943797,0.994
faithful,1.0,14,0.9923538666917772,0.9123912579526756,0.0800292018575902,1.0
faithful,1.0,15,0.99077012166718,0.8532178092689395,0.1376557661155605,1.0
faithful,1.0,16,0.992837207070414,0.9926765953570028,0.0001457817962297,1.0
faithful,1.0,17,0.9936775469377336,0.9808245815823092,0.0128217503150569,1.0
faithful,1.0,18,0.9921091404140456,0.974184193078382,0.0179149199083161,0.992
faithful,1.0,19,0.9927545030014066,0.9520620547060232,0.0406123845119189,1.0
faithful,1.0,20,0.9908156265021162,0.9063348697249038,0.0845665655096109,1.0
faithful,1.0,21,0.9929531725422476,0.8147100338278133,0.1782128607358545,1.0
faithful,1.0,22,0.9839562249659436,0.7453322493676562,0.2386623256935395,0.9866666666666668
faithful,1.0,23,0.992732123790831,0.9549630719442246,0.0378304191241863,0.9713333333333334
faithful,1.0,24,0.9922565788403348,0.9410945907217332,0.0511386913088591,0.9946666666666668
mix_1000,0.05,0,0.9580407692161704,0.926799808676306,0.0310925115305029,0.058
mix_1000,0.05,1,0.4947860752354143,0.4813465565663839,0.0146731849478972,0.2253333333333333
mix_1000,0.05,2,0.8484800246848014,0.7587334058014754,0.0893937614627993,0.276
mix_1000,0.05,3,0.7817843485692271,0.6831413335412692,0.0988028183585978,0.3146666666666666
mix_1000,0.05,4,0.5446211118543738,0.5003085037159024,0.0441774172849327,0.1986666666666665
mix_1000,0.05,5,0.4864422949874947,0.5085730401672058,-0.0214944554119587,0.1526666666666667
mix_1000,0.05,6,0.7813802980329012,0.6456239731648464,0.1361968755285723,0.298
